"cluster_condition"," ","GO cluster","IC","GO ID","term","definition","name pvalue","name -log10_pvalue","ID","temperature","ontology","gene_count","cluster","direction"
"cluster8_35","19","5",7.65,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1901567"">GO:1901567</a>","fatty acid derivative binding","NA",0.007230991,2.14,"GO:1901567","35","MF",4,"cluster8","up"
"cluster9_control","1","1",8.47,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0006692"">GO:0006692</a>","prostanoid metabolic process","The chemical reactions and pathways involving prostanoids, any compound based on or derived from the prostanoate structure.",0.001183715,2.93,"GO:0006692","control","BP",3,"cluster9","up"
"cluster9_control","2","1",8.95,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0006693"">GO:0006693</a>","prostaglandin metabolic process","The chemical reactions and pathways involving prostaglandins, any of a group of biologically active metabolites which contain a cyclopentane ring due to the formation of a bond between two carbons of a fatty acid. They have a wide range of biological activities.",0.001183715,2.93,"GO:0006693","control","BP",3,"cluster9","up"
"cluster9_control","3","1",9.19,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0019369"">GO:0019369</a>","arachidonic acid metabolic process","The chemical reactions and pathways involving arachidonic acid, a straight chain fatty acid with 20 carbon atoms and four double bonds per molecule. Arachidonic acid is the all-Z-(5,8,11,14)-isomer.",0.004787538,2.32,"GO:0019369","control","BP",4,"cluster9","up"
"cluster9_control","4","1",7.86,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0033559"">GO:0033559</a>","unsaturated fatty acid metabolic process","The chemical reactions and pathways involving an unsaturated fatty acid, any fatty acid containing one or more double bonds between carbon atoms.",0.001003024,3,"GO:0033559","control","BP",4,"cluster9","up"
"cluster9_control","5","1",8.26,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0001676"">GO:0001676</a>","long-chain fatty acid metabolic process","The chemical reactions and pathways involving a long-chain fatty acid. A long-chain fatty acid has an aliphatic tail containing 13 to 22 carbons.",0.009896033,2,"GO:0001676","control","BP",5,"cluster9","up"
"cluster9_control","6","1",6.58,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0006631"">GO:0006631</a>","fatty acid metabolic process","The chemical reactions and pathways involving fatty acids, aliphatic monocarboxylic acids liberated from naturally occurring fats and oils by hydrolysis.",0.003420928,2.47,"GO:0006631","control","BP",7,"cluster9","up"
"cluster9_control","7","2",7.71,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0006690"">GO:0006690</a>","icosanoid metabolic process","The chemical reactions and pathways involving icosanoids, any of a group of C20 polyunsaturated fatty acids.",0.001361819,2.87,"GO:0006690","control","BP",4,"cluster9","up"
"cluster9_control","8","2",8.49,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0046456"">GO:0046456</a>","icosanoid biosynthetic process","The chemical reactions and pathways resulting in the formation of icosanoids, any of a group of C20 polyunsaturated fatty acids.",0.004787538,2.32,"GO:0046456","control","BP",3,"cluster9","up"
"cluster9_control","9","2",7.27,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0072330"">GO:0072330</a>","monocarboxylic acid biosynthetic process","The chemical reactions and pathways resulting in the formation of monocarboxylic acids, any organic acid containing one carboxyl (-COOH) group.",0.008918647,2.05,"GO:0072330","control","BP",5,"cluster9","up"
"cluster9_control","10","2",9.76,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0042304"">GO:0042304</a>","regulation of fatty acid biosynthetic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of fatty acids, any of the aliphatic monocarboxylic acids that can be liberated by hydrolysis from naturally occurring fats and oils.",0.002507112,2.6,"GO:0042304","control","BP",3,"cluster9","up"
"cluster9_control","11","2",7.66,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0006633"">GO:0006633</a>","fatty acid biosynthetic process","The chemical reactions and pathways resulting in the formation of a fatty acid, any of the aliphatic monocarboxylic acids that can be liberated by hydrolysis from naturally occurring fats and oils. Fatty acids are predominantly straight-chain acids of 4 to 24 carbon atoms, which may be saturated or unsaturated; branched fatty acids and hydroxy fatty acids also occur, and very long chain acids of over 30 carbons are found in waxes.",0.001812773,2.74,"GO:0006633","control","BP",5,"cluster9","up"
"cluster9_control","12","2",8.63,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0006636"">GO:0006636</a>","unsaturated fatty acid biosynthetic process","The chemical reactions and pathways resulting in the formation of an unsaturated fatty acid, any fatty acid containing one or more double bonds between carbon atoms.",0.001785095,2.75,"GO:0006636","control","BP",3,"cluster9","up"
"cluster9_control","13","2",10.12,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0019371"">GO:0019371</a>","cyclooxygenase pathway","The chemical reactions and pathways by which prostaglandins are formed from arachidonic acid, and in which prostaglandin-endoperoxide synthase (cyclooxygenase) catalyzes the committed step in the conversion of arachidonic acid to the prostaglandin-endoperoxides PGG2 and PGH2.",0.009372188,2.03,"GO:0019371","control","BP",3,"cluster9","up"
"cluster9_control","14","2",9.33,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0001516"">GO:0001516</a>","prostaglandin biosynthetic process","The chemical reactions and pathways resulting in the formation of prostaglandins, any of a group of biologically active metabolites which contain a cyclopentane ring.",0.001183715,2.93,"GO:0001516","control","BP",3,"cluster9","up"
"cluster9_control","15","2",8.95,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0046457"">GO:0046457</a>","prostanoid biosynthetic process","The chemical reactions and pathways resulting in the formation of prostanoids, any compound based on or derived from the prostanoate structure.",0.001183715,2.93,"GO:0046457","control","BP",3,"cluster9","up"
"cluster9_control","16","3",7.95,"<a href=""http://amigo.geneontology.org/amigo/term/GO:2001056"">GO:2001056</a>","positive regulation of cysteine-type endopeptidase activity","NA",0.003236107,2.49,"GO:2001056","control","BP",6,"cluster9","up"
"cluster9_control","17","3",7.61,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0010950"">GO:0010950</a>","positive regulation of endopeptidase activity","Any process that increases the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins.",0.004601211,2.34,"GO:0010950","control","BP",6,"cluster9","up"
"cluster9_control","18","3",7.3,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0010952"">GO:0010952</a>","positive regulation of peptidase activity","Any process that increases the frequency, rate or extent of peptidase activity, the hydrolysis of peptide bonds within proteins.",0.00853924,2.07,"GO:0010952","control","BP",6,"cluster9","up"
"cluster9_control","19","4",5.29,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051336"">GO:0051336</a>","regulation of hydrolase activity","Any process that modulates the frequency, rate or extent of hydrolase activity, the catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3.",0.007354358,2.13,"GO:0051336","control","BP",18,"cluster9","up"
"cluster9_control","20","4",6.28,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051345"">GO:0051345</a>","positive regulation of hydrolase activity","Any process that activates or increases the frequency, rate or extent of hydrolase activity, the catalysis of the hydrolysis of various bonds.",0.002623988,2.58,"GO:0051345","control","BP",15,"cluster9","up"
"cluster9_control","21","5",7.3,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0072593"">GO:0072593</a>","reactive oxygen species metabolic process","The chemical reactions and pathways involving a reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen. They contribute to the microbicidal activity of phagocytes, regulation of signal transduction and gene expression, and the oxidative damage to biopolymers.",0.004036997,2.39,"GO:0072593","control","BP",1,"cluster9","up"
"cluster9_control","22","5",8.63,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1903409"">GO:1903409</a>","reactive oxygen species biosynthetic process","NA",0.001361819,2.87,"GO:1903409","control","BP",1,"cluster9","up"
"cluster9_control","23","6",8.74,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1903426"">GO:1903426</a>","regulation of reactive oxygen species biosynthetic process","NA",0.008021398,2.1,"GO:1903426","control","BP",4,"cluster9","up"
"cluster9_control","24","6",7.52,"<a href=""http://amigo.geneontology.org/amigo/term/GO:2000377"">GO:2000377</a>","regulation of reactive oxygen species metabolic process","NA",0.005424148,2.27,"GO:2000377","control","BP",6,"cluster9","up"
"cluster9_control","25","6",10.38,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1903427"">GO:1903427</a>","negative regulation of reactive oxygen species biosynthetic process","NA",0.001303432,2.88,"GO:1903427","control","BP",3,"cluster9","up"
"cluster9_control","26","6",9.19,"<a href=""http://amigo.geneontology.org/amigo/term/GO:2000378"">GO:2000378</a>","negative regulation of reactive oxygen species metabolic process","NA",0.003562692,2.45,"GO:2000378","control","BP",4,"cluster9","up"
"cluster9_control","27","7",10.12,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1902895"">GO:1902895</a>","positive regulation of miRNA transcription","NA",0.009372188,2.03,"GO:1902895","control","BP",3,"cluster9","up"
"cluster9_control","28","7",10.02,"<a href=""http://amigo.geneontology.org/amigo/term/GO:2000630"">GO:2000630</a>","positive regulation of miRNA metabolic process","NA",0.009372188,2.03,"GO:2000630","control","BP",NA,"cluster9","up"
"cluster9_control","29","8",6.55,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0006260"">GO:0006260</a>","DNA replication","The cellular metabolic process in which a cell duplicates one or more molecules of DNA. DNA replication begins when specific sequences, known as origins of replication, are recognized and bound by the origin recognition complex, and ends when the original DNA molecule has been completely duplicated and the copies topologically separated. The unit of replication usually corresponds to the genome of the cell, an organelle, or a virus. The template for replication can either be an existing DNA molecule or RNA.",0.004492608,2.35,"GO:0006260","control","BP",8,"cluster9","up"
"cluster9_control","30","8",6.97,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0006261"">GO:0006261</a>","DNA-templated DNA replication","A DNA replication process that uses parental DNA as a template for the DNA-dependent DNA polymerases that synthesize the new strands.",0.002930608,2.53,"GO:0006261","control","BP",7,"cluster9","up"
"cluster9_control","31","9",9.1,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0006284"">GO:0006284</a>","base-excision repair","In base excision repair, an altered base is removed by a DNA glycosylase enzyme, followed by excision of the resulting sugar phosphate. The small gap left in the DNA helix is filled in by the sequential action of DNA polymerase and DNA ligase.",0.006266805,2.2,"GO:0006284","control","BP",4,"cluster9","up"
"cluster9_control","32","9",10.71,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0006287"">GO:0006287</a>","base-excision repair, gap-filling","Repair of the damaged strand by the combined action of an apurinic endouclease that degrades a few bases on the damaged strand and a polymerase that synthesizes a 'patch' in the 5' to 3' direction, using the undamaged strand as a template.",0.001303432,2.88,"GO:0006287","control","BP",3,"cluster9","up"
"cluster9_control","33","9",9.55,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0006271"">GO:0006271</a>","DNA strand elongation involved in DNA replication","The process in which an existing DNA strand is extended by activities including the addition of nucleotides to the 3' end of the strand, complementary to an existing template, as part of DNA replication.",0.006494835,2.19,"GO:0006271","control","BP",3,"cluster9","up"
"cluster9_control","34","9",9.14,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0022616"">GO:0022616</a>","DNA strand elongation","The DNA metabolic process in which an existing DNA strand is extended by activities including the addition of nucleotides to the 3' end of the strand.",0.006494835,2.19,"GO:0022616","control","BP",3,"cluster9","up"
"cluster9_control","35","10",7.56,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0062014"">GO:0062014</a>","negative regulation of small molecule metabolic process","Any process that stops, prevents or reduces the frequency, rate or extent of a small molecule metabolic process.",0.003779867,2.42,"GO:0062014","control","BP",5,"cluster9","up"
"cluster9_control","36","10",4.43,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051172"">GO:0051172</a>","negative regulation of nitrogen compound metabolic process","Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds.",0.004517152,2.35,"GO:0051172","control","BP",32,"cluster9","up"
"cluster9_control","37","10",5.5,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051248"">GO:0051248</a>","negative regulation of protein metabolic process","Any process that stops, prevents, or reduces the frequency, rate or extent of chemical reactions and pathways involving a protein.",0.005861674,2.23,"GO:0051248","control","BP",18,"cluster9","up"
"cluster9_control","38","11",7.53,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0006638"">GO:0006638</a>","neutral lipid metabolic process","The chemical reactions and pathways involving neutral lipids, lipids only soluble in solvents of very low polarity.",0.009896033,2,"GO:0006638","control","BP",3,"cluster9","up"
"cluster9_control","39","11",7.76,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0006639"">GO:0006639</a>","acylglycerol metabolic process","The chemical reactions and pathways involving acylglycerol, any mono-, di- or triester of glycerol with (one or more) fatty acids.",0.009896033,2,"GO:0006639","control","BP",3,"cluster9","up"
"cluster9_control","40","11",8.3,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0042982"">GO:0042982</a>","amyloid precursor protein metabolic process","The chemical reactions and pathways involving amyloid precursor protein (APP), the precursor of amyloid-beta, a glycoprotein associated with Alzheimer's disease.",0.003562692,2.45,"GO:0042982","control","BP",2,"cluster9","up"
"cluster9_control","41","11",7.61,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1901568"">GO:1901568</a>","fatty acid derivative metabolic process","NA",0.006350102,2.2,"GO:1901568","control","BP",6,"cluster9","up"
"cluster9_control","42","12",9.68,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0030859"">GO:0030859</a>","polarized epithelial cell differentiation","The process in which a relatively unspecialized cell acquires specialized features of a polarized epithelial cell. The polarized epithelial cell can be any of the cells within an epithelium where the epithelial sheet is oriented with respect to the planar axis.",0.004219966,2.37,"GO:0030859","control","BP",3,"cluster9","up"
"cluster9_control","43","12",10.38,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0045198"">GO:0045198</a>","establishment of epithelial cell apical/basal polarity","The specification and formation of the apicobasal polarity of an epithelial cell.",0.004219966,2.37,"GO:0045198","control","BP",3,"cluster9","up"
"cluster9_control","44","13",5.94,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0021700"">GO:0021700</a>","developmental maturation","A developmental process, independent of morphogenetic (shape) change, that is required for an anatomical structure, cell or cellular component to attain its fully functional state.",0.001057178,2.98,"GO:0021700","control","BP",14,"cluster9","up"
"cluster9_control","45","13",6.21,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0071695"">GO:0071695</a>","anatomical structure maturation","A developmental process, independent of morphogenetic (shape) change, that is required for an anatomical structure to attain its fully functional state.",0.001737417,2.76,"GO:0071695","control","BP",7,"cluster9","up"
"cluster9_control","46","13",9.43,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0016322"">GO:0016322</a>","neuron remodeling","The developmentally regulated remodeling of neuronal projections such as pruning to eliminate the extra dendrites and axons projections set up in early stages of nervous system development.",0.008021398,2.1,"GO:0016322","control","BP",4,"cluster9","up"
"cluster9_control","47","13",6.4,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048469"">GO:0048469</a>","cell maturation","The cellular developmental process, independent of morphogenetic (shape) change, that is required for a specific cell to attain its fully functional state.",0.005857106,2.23,"GO:0048469","control","BP",11,"cluster9","up"
"cluster9_control","48","13",2.88,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0030154"">GO:0030154</a>","cell differentiation","The cellular developmental process in which a relatively unspecialized cell, e.g. embryonic or regenerative cell, acquires specialized structural and/or functional features that characterize a specific cell. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state.",0.006543986,2.18,"GO:0030154","control","BP",49,"cluster9","up"
"cluster9_control","49","13",7.17,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051147"">GO:0051147</a>","regulation of muscle cell differentiation","Any process that modulates the frequency, rate or extent of muscle cell differentiation.",0.002542335,2.59,"GO:0051147","control","BP",7,"cluster9","up"
"cluster9_control","50","14",8.54,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007435"">GO:0007435</a>","salivary gland morphogenesis","The process in which the anatomical structures of the salivary gland are generated and organized.",0.009896033,2,"GO:0007435","control","BP",5,"cluster9","up"
"cluster9_control","51","14",7.04,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0022612"">GO:0022612</a>","gland morphogenesis","The process in which the anatomical structures of a gland are generated and organized.",0.008918647,2.05,"GO:0022612","control","BP",6,"cluster9","up"
"cluster9_control","52","14",7.98,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007431"">GO:0007431</a>","salivary gland development","The process whose specific outcome is the progression of the salivary gland over time, from its formation to the mature structure. Salivary glands include any of the saliva-secreting exocrine glands of the oral cavity.",0.005424148,2.27,"GO:0007431","control","BP",6,"cluster9","up"
"cluster9_control","53","14",7.56,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0035272"">GO:0035272</a>","exocrine system development","Progression of the exocrine system over time, from its formation to a mature structure. The exocrine system is a system of hormones and glands, where the glands secrete straight to a target site via ducts or tubes. The human exocrine system includes the salivary glands, sweat glands and many glands of the digestive system.",0.009816339,2.01,"GO:0035272","control","BP",6,"cluster9","up"
"cluster9_control","54","15",6.26,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0002520"">GO:0002520</a>","immune system development","The process whose specific outcome is the progression of an organismal system whose objective is to provide calibrated responses by an organism to a potential internal or invasive threat, over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process.",0.003970135,2.4,"GO:0002520","control","BP",16,"cluster9","up"
"cluster9_control","55","15",5.18,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0030097"">GO:0030097</a>","hemopoiesis","The process whose specific outcome is the progression of the myeloid and lymphoid derived organ/tissue systems of the blood and other parts of the body over time, from formation to the mature structure. The site of hemopoiesis is variable during development, but occurs primarily in bone marrow or kidney in many adult vertebrates.",0.004332321,2.36,"GO:0030097","control","BP",14,"cluster9","up"
"cluster9_control","56","15",6.98,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048534"">GO:0048534</a>","hematopoietic or lymphoid organ development","The process whose specific outcome is the progression of any organ involved in hematopoiesis (also known as hemopoiesis) or lymphoid cell activation over time, from its formation to the mature structure. Such development includes differentiation of resident cell types (stromal cells) and of migratory cell types dependent on the unique microenvironment afforded by the organ for their proper differentiation.",0.002245825,2.65,"GO:0048534","control","BP",16,"cluster9","up"
"cluster9_control","57","15",5.89,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0002521"">GO:0002521</a>","leukocyte differentiation","The process in which a relatively unspecialized hemopoietic precursor cell acquires the specialized features of a leukocyte. A leukocyte is an achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, found in blood or other tissue.",0.0007267318,3.14,"GO:0002521","control","BP",10,"cluster9","up"
"cluster9_control","58","15",7.51,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0002573"">GO:0002573</a>","myeloid leukocyte differentiation","The process in which a relatively unspecialized myeloid precursor cell acquires the specialized features of any cell of the myeloid leukocyte lineage.",0.007386131,2.13,"GO:0002573","control","BP",5,"cluster9","up"
"cluster9_control","59","15",9.76,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0030225"">GO:0030225</a>","macrophage differentiation","The process in which a relatively unspecialized monocyte acquires the specialized features of a macrophage.",0.000428519,3.37,"GO:0030225","control","BP",4,"cluster9","up"
"cluster9_control","60","15",10.53,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0035855"">GO:0035855</a>","megakaryocyte development","The process whose specific outcome is the progression of a megakaryocyte cell over time, from its formation to the mature structure. Megakaryocyte development does not include the steps involved in committing a cell to a megakaryocyte fate. A megakaryocyte is a giant cell 50 to 100 micron in diameter, with a greatly lobulated nucleus, found in the bone marrow.",0.002507112,2.6,"GO:0035855","control","BP",3,"cluster9","up"
"cluster9_control","61","15",8.37,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0061515"">GO:0061515</a>","myeloid cell development","The process whose specific outcome is the progression of a myeloid cell over time, from its formation to the mature structure.",0.004689144,2.33,"GO:0061515","control","BP",5,"cluster9","up"
"cluster9_control","62","15",6.41,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0030099"">GO:0030099</a>","myeloid cell differentiation","The process in which a relatively unspecialized myeloid precursor cell acquires the specialized features of any cell of the myeloid leukocyte, megakaryocyte, thrombocyte, or erythrocyte lineages.",0.002271815,2.64,"GO:0030099","control","BP",9,"cluster9","up"
"cluster9_control","63","15",8.86,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0030219"">GO:0030219</a>","megakaryocyte differentiation","The process in which a myeloid precursor cell acquires specializes features of a megakaryocyte.",0.003004381,2.52,"GO:0030219","control","BP",3,"cluster9","up"
"cluster9_control","64","16",10.53,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0035149"">GO:0035149</a>","lumen formation, open tracheal system","Creation of the central hole of a tube in an open tracheal system through which gases flow.",9.975093e-05,4,"GO:0035149","control","BP",4,"cluster9","up"
"cluster9_control","65","16",8.58,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0035152"">GO:0035152</a>","regulation of tube architecture, open tracheal system","Ensuring that tracheal cells form and maintain tubular structures with the correct size and shape for their position in the network. This is essential for efficient flow of gases through the tracheal network.",0.006266805,2.2,"GO:0035152","control","BP",4,"cluster9","up"
"cluster9_control","66","16",9.43,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0035151"">GO:0035151</a>","regulation of tube size, open tracheal system","Ensuring that an epithelial tube in an open tracheal system is of the correct length and diameter. Tracheal tubes undergo highly regulated tube-size increases during development, expanding up to 40 times their initial size by the end of larval life. Tube size appears to be controlled by regulation of apical membrane expansion and secretion, rather than by changes in cell number, size or shape.",0.006494835,2.19,"GO:0035151","control","BP",3,"cluster9","up"
"cluster9_control","67","16",10.24,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0035159"">GO:0035159</a>","regulation of tube length, open tracheal system","Ensuring that a tube in an open tracheal system is of the correct length.",0.006494835,2.19,"GO:0035159","control","BP",3,"cluster9","up"
"cluster9_control","68","17",8.86,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0055081"">GO:0055081</a>","monoatomic anion homeostasis","Any process involved in the maintenance of an internal steady state of monoatomic anions within an organism or cell. Monatomic anions (also called simple anions) are anions consisting of exactly one atom.",0.004787538,2.32,"GO:0055081","control","BP",4,"cluster9","up"
"cluster9_control","69","17",7.61,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0031647"">GO:0031647</a>","regulation of protein stability","Any process that affects the structure and integrity of a protein, altering the likelihood of its degradation or aggregation.",0.0004848493,3.31,"GO:0031647","control","BP",11,"cluster9","up"
"cluster9_control","70","17",7.13,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0035150"">GO:0035150</a>","regulation of tube size","Ensuring that a tube is of the correct length and diameter. Tube size must be maintained not only during tube formation, but also throughout development and in some physiological processes.",0.002542335,2.59,"GO:0035150","control","BP",7,"cluster9","up"
"cluster9_control","71","17",7.5,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0035296"">GO:0035296</a>","regulation of tube diameter","Any process that modulates the diameter of a tube.",0.001035152,2.98,"GO:0035296","control","BP",7,"cluster9","up"
"cluster9_control","72","18",9.84,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007614"">GO:0007614</a>","short-term memory","The memory process that deals with the storage, retrieval and modification of information received a short time (up to about 30 minutes) ago. This type of memory is typically dependent on direct, transient effects of second messenger activation.",0.002569808,2.59,"GO:0007614","control","BP",4,"cluster9","up"
"cluster9_control","73","18",6.68,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007611"">GO:0007611</a>","learning or memory","The acquisition and processing of information and/or the storage and retrieval of this information over time.",0.00859062,2.07,"GO:0007611","control","BP",10,"cluster9","up"
"cluster9_control","74","18",7.59,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007612"">GO:0007612</a>","learning","Any process in an organism in which a relatively long-lasting adaptive behavioral change occurs as the result of experience.",0.007898383,2.1,"GO:0007612","control","BP",7,"cluster9","up"
"cluster9_control","75","19",6.08,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0008015"">GO:0008015</a>","blood circulation","The flow of blood through the body of an animal, enabling the transport of nutrients to the tissues and the removal of waste products.",0.005458362,2.26,"GO:0008015","control","BP",9,"cluster9","up"
"cluster9_control","76","19",4.46,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0003008"">GO:0003008</a>","system process","A multicellular organismal process carried out by any of the organs or tissues in an organ system. An organ system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a biological objective.",0.005707715,2.24,"GO:0003008","control","BP",23,"cluster9","up"
"cluster9_control","77","19",5.89,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0003013"">GO:0003013</a>","circulatory system process","A organ system process carried out by any of the organs or tissues of the circulatory system. The circulatory system is an organ system that moves extracellular fluids to and from tissue within a multicellular organism.",0.005458362,2.26,"GO:0003013","control","BP",9,"cluster9","up"
"cluster9_control","78","19",7.53,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0003018"">GO:0003018</a>","vascular process in circulatory system","A circulatory process that occurs at the level of the vasculature.",0.004601211,2.34,"GO:0003018","control","BP",6,"cluster9","up"
"cluster9_control","79","20",10.02,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0045987"">GO:0045987</a>","positive regulation of smooth muscle contraction","Any process that activates or increases the frequency, rate or extent of smooth muscle contraction.",0.006494835,2.19,"GO:0045987","control","BP",3,"cluster9","up"
"cluster9_control","80","20",6.79,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1903522"">GO:1903522</a>","regulation of blood circulation","NA",0.006967141,2.16,"GO:1903522","control","BP",7,"cluster9","up"
"cluster9_control","81","20",8.99,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1903524"">GO:1903524</a>","positive regulation of blood circulation","NA",0.001807211,2.74,"GO:1903524","control","BP",5,"cluster9","up"
"cluster9_control","82","20",9.76,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0045907"">GO:0045907</a>","positive regulation of vasoconstriction","Any process that activates or increases the frequency, rate or extent of vasoconstriction.",0.001785095,2.75,"GO:0045907","control","BP",4,"cluster9","up"
"cluster9_control","83","20",7.82,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0097746"">GO:0097746</a>","blood vessel diameter maintenance","Any process that modulates the diameter of blood vessels.",0.004601211,2.34,"GO:0097746","control","BP",6,"cluster9","up"
"cluster9_control","84","21",7.29,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0002685"">GO:0002685</a>","regulation of leukocyte migration","Any process that modulates the frequency, rate, or extent of leukocyte migration.",0.004689144,2.33,"GO:0002685","control","BP",5,"cluster9","up"
"cluster9_control","85","21",8.02,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0071675"">GO:0071675</a>","regulation of mononuclear cell migration","Any process that modulates the rate, frequency or extent of mononuclear cell migration. Mononuclear cell migration is the movement of a mononuclear cell within or between different tissues and organs of the body.",0.001807211,2.74,"GO:0071675","control","BP",1,"cluster9","up"
"cluster9_control","86","21",8.49,"<a href=""http://amigo.geneontology.org/amigo/term/GO:2000401"">GO:2000401</a>","regulation of lymphocyte migration","NA",0.0002156693,3.67,"GO:2000401","control","BP",5,"cluster9","up"
"cluster9_control","87","21",9.33,"<a href=""http://amigo.geneontology.org/amigo/term/GO:2000404"">GO:2000404</a>","regulation of T cell migration","NA",0.0001312989,3.88,"GO:2000404","control","BP",5,"cluster9","up"
"cluster9_control","88","21",8.21,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0002687"">GO:0002687</a>","positive regulation of leukocyte migration","Any process that activates or increases the frequency, rate, or extent of leukocyte migration.",0.001361819,2.87,"GO:0002687","control","BP",5,"cluster9","up"
