"cluster_condition"," ","GO cluster","IC","GO ID","term","definition","name pvalue","name -log10_pvalue","ID","cluster","direction","temperature","ontology"
"blue_35","122","18",6.84,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0045088"">GO:0045088</a>","regulation of innate immune response","Any process that modulates the frequency, rate or extent of the innate immune response, the organism's first line of defense against infection.",0.002822888,2.55,"GO:0045088","blue","up","35","BP"
"blue_35","123","18",7.32,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0002218"">GO:0002218</a>","activation of innate immune response","Any process that initiates an innate immune response. Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens. Examples of this process include activation of the hypersensitive response of Arabidopsis thaliana and activation of any NOD or TLR signaling pathway in vertebrate species.",0.004641068,2.33,"GO:0002218","blue","up","35","BP"
"blue_35","124","18",7.14,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0045089"">GO:0045089</a>","positive regulation of innate immune response","Any process that activates or increases the frequency, rate or extent of the innate immune response, the organism's first line of defense against infection.",0.004766532,2.32,"GO:0045089","blue","up","35","BP"
"blue_35","125","19",5.27,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0043207"">GO:0043207</a>","response to external biotic stimulus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external biotic stimulus, an external stimulus caused by, or produced by living things.",0.0002211468,3.66,"GO:0043207","blue","up","35","BP"
"blue_35","126","19",5.38,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051707"">GO:0051707</a>","response to other organism","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from another living organism.",0.0002211468,3.66,"GO:0051707","blue","up","35","BP"
"blue_35","127","19",5.88,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0098542"">GO:0098542</a>","defense response to other organism","Reactions triggered in response to the presence of another organism that act to protect the cell or organism from damage caused by that organism.",0.0005175079,3.29,"GO:0098542","blue","up","35","BP"
"blue_35","128","19",6.2,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0140546"">GO:0140546</a>","defense response to symbiont","NA",0.0004533005,3.34,"GO:0140546","blue","up","35","BP"
"blue_35","129","19",8.73,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0034341"">GO:0034341</a>","response to type II interferon","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interferon-gamma stimulus. Interferon-gamma is also known as type II interferon.",0.00137944,2.86,"GO:0034341","blue","up","35","BP"
"blue_35","130","19",6.48,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0045087"">GO:0045087</a>","innate immune response","Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens.",0.0002864133,3.54,"GO:0045087","blue","up","35","BP"
"blue_35","131","20",7.86,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0098754"">GO:0098754</a>","detoxification","Any process that reduces or removes the toxicity of a toxic substance. These may include transport of the toxic substance away from sensitive areas and to compartments or complexes whose purpose is sequestration of the toxic substance.",6.148237e-06,5.21,"GO:0098754","blue","up","35","BP"
"blue_35","132","20",6,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0010035"">GO:0010035</a>","response to inorganic substance","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus.",0.00703316,2.15,"GO:0010035","blue","up","35","BP"
"blue_35","133","20",3.2,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0042221"">GO:0042221</a>","response to chemical","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus.",0.00199644,2.7,"GO:0042221","blue","up","35","BP"
"blue_35","134","20",5.94,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0034097"">GO:0034097</a>","response to cytokine","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus.",0.002067841,2.68,"GO:0034097","blue","up","35","BP"
"blue_35","135","20",8.9,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0070671"">GO:0070671</a>","response to interleukin-12","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interleukin-12 stimulus.",0.004209834,2.38,"GO:0070671","blue","up","35","BP"
"blue_35","136","20",3.79,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0010033"">GO:0010033</a>","response to organic substance","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic substance stimulus.",0.004229271,2.37,"GO:0010033","blue","up","35","BP"
"blue_35","137","20",5.65,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0070848"">GO:0070848</a>","response to growth factor","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus.",0.002112174,2.68,"GO:0070848","blue","up","35","BP"
"blue_35","138","21",6.76,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0031668"">GO:0031668</a>","cellular response to extracellular stimulus","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an extracellular stimulus.",0.006566315,2.18,"GO:0031668","blue","up","35","BP"
"blue_35","139","21",9.91,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0042149"">GO:0042149</a>","cellular response to glucose starvation","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of deprivation of glucose.",0.006571183,2.18,"GO:0042149","blue","up","35","BP"
"blue_35","140","21",4.15,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0009605"">GO:0009605</a>","response to external stimulus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus.",0.0002544696,3.59,"GO:0009605","blue","up","35","BP"
"blue_35","141","21",6.44,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0071496"">GO:0071496</a>","cellular response to external stimulus","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus.",0.007278141,2.14,"GO:0071496","blue","up","35","BP"
"blue_35","142","21",6.46,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0006935"">GO:0006935</a>","chemotaxis","The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis).",0.003875752,2.41,"GO:0006935","blue","up","35","BP"
"blue_35","143","21",6.1,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0042330"">GO:0042330</a>","taxis","The directed movement of a motile cell or organism in response to an external stimulus.",0.003162063,2.5,"GO:0042330","blue","up","35","BP"
"blue_35","144","22",6.13,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0009611"">GO:0009611</a>","response to wounding","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to the organism.",0.009148803,2.04,"GO:0009611","blue","up","35","BP"
"blue_35","145","22",8.63,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048678"">GO:0048678</a>","response to axon injury","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an axon injury stimulus.",0.0009048044,3.04,"GO:0048678","blue","up","35","BP"
"blue_35","146","22",3.76,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0006950"">GO:0006950</a>","response to stress","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation).",0.0005702464,3.24,"GO:0006950","blue","up","35","BP"
"blue_35","147","22",5.34,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0006952"">GO:0006952</a>","defense response","Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack.",0.0003394026,3.47,"GO:0006952","blue","up","35","BP"
"blue_35","148","23",7.74,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0006959"">GO:0006959</a>","humoral immune response","An immune response mediated through a body fluid.",0.008729632,2.06,"GO:0006959","blue","up","35","BP"
"blue_35","149","23",10.09,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1990840"">GO:1990840</a>","response to lectin","NA",0.00714725,2.15,"GO:1990840","blue","up","35","BP"
"blue_35","150","23",10.32,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1990858"">GO:1990858</a>","cellular response to lectin","NA",0.00714725,2.15,"GO:1990858","blue","up","35","BP"
"blue_35","151","23",5.07,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0009607"">GO:0009607</a>","response to biotic stimulus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism.",0.0001045365,3.98,"GO:0009607","blue","up","35","BP"
"blue_35","152","23",2.03,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0050896"">GO:0050896</a>","response to stimulus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism.",0.000851776,3.07,"GO:0050896","blue","up","35","BP"
"blue_35","153","24",8.18,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0030177"">GO:0030177</a>","positive regulation of Wnt signaling pathway","Any process that activates or increases the frequency, rate or extent of Wnt signal transduction.",0.004346289,2.36,"GO:0030177","blue","up","35","BP"
"blue_35","154","24",9.03,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0090263"">GO:0090263</a>","positive regulation of canonical Wnt signaling pathway","Any process that increases the rate, frequency, or extent of the Wnt signaling pathway through beta-catenin, the series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes.",0.002967473,2.53,"GO:0090263","blue","up","35","BP"
"blue_35","155","24",3.95,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0009966"">GO:0009966</a>","regulation of signal transduction","Any process that modulates the frequency, rate or extent of signal transduction.",1.079861e-05,4.97,"GO:0009966","blue","up","35","BP"
"blue_35","156","24",5.35,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0009967"">GO:0009967</a>","positive regulation of signal transduction","Any process that activates or increases the frequency, rate or extent of signal transduction.",1.806546e-05,4.74,"GO:0009967","blue","up","35","BP"
"blue_35","157","24",6.06,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1902533"">GO:1902533</a>","positive regulation of intracellular signal transduction","NA",0.0025728,2.59,"GO:1902533","blue","up","35","BP"
"blue_35","158","25",7.21,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0060070"">GO:0060070</a>","canonical Wnt signaling pathway","A type of Wnt signaling pathway in which Wnt binding to its receptor on the surface of a target cell results in the by propagation of the molecular signals via beta-catenin, and end with a change in transcription of target genes. In this pathway, the activated receptor signals via downstream effectors that result in the inhibition of beta-catenin phosphorylation, thereby preventing degradation of beta-catenin. Stabilized beta-catenin can then accumulate and travel to the nucleus to trigger changes in transcription of target genes.",0.006566315,2.18,"GO:0060070","blue","up","35","BP"
"blue_35","159","25",6.91,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007178"">GO:0007178</a>","transmembrane receptor protein serine/threonine kinase signaling pathway","The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell where the receptor possesses serine/threonine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription.",0.008544311,2.07,"GO:0007178","blue","up","35","BP"
"blue_35","160","25",9.62,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007229"">GO:0007229</a>","integrin-mediated signaling pathway","The series of molecular signals initiated by an extracellular ligand binding to an integrin on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription.",0.003665224,2.44,"GO:0007229","blue","up","35","BP"
"blue_35","161","25",3.33,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007165"">GO:0007165</a>","signal transduction","The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell.",2.139364e-06,5.67,"GO:0007165","blue","up","35","BP"
"blue_35","162","25",4.57,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007166"">GO:0007166</a>","cell surface receptor signaling pathway","The series of molecular signals initiated by activation of a receptor on the surface of a cell. The pathway begins with binding of an extracellular ligand to a cell surface receptor, or for receptors that signal in the absence of a ligand, by ligand-withdrawal or the activity of a constitutively active receptor. The pathway ends with regulation of a downstream cellular process, e.g. transcription.",0.0001664298,3.78,"GO:0007166","blue","up","35","BP"
"blue_35","163","26",9.18,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1900182"">GO:1900182</a>","positive regulation of protein localization to nucleus","NA",0.003665224,2.44,"GO:1900182","blue","up","35","BP"
"blue_35","164","26",6.1,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1903829"">GO:1903829</a>","positive regulation of protein localization","NA",0.005702873,2.24,"GO:1903829","blue","up","35","BP"
"blue_35","165","27",5.18,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0044087"">GO:0044087</a>","regulation of cellular component biogenesis","Any process that modulates the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component.",0.009600689,2.02,"GO:0044087","blue","up","35","BP"
"blue_35","166","27",3,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048522"">GO:0048522</a>","positive regulation of cellular process","Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level.",0.00523081,2.28,"GO:0048522","blue","up","35","BP"
"blue_35","167","27",1.55,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0050794"">GO:0050794</a>","regulation of cellular process","Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level.",0.001047714,2.98,"GO:0050794","blue","up","35","BP"
"blue_35","168","27",3.59,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0010646"">GO:0010646</a>","regulation of cell communication","Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment.",2.427926e-05,4.61,"GO:0010646","blue","up","35","BP"
"blue_35","169","27",4.96,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0010647"">GO:0010647</a>","positive regulation of cell communication","Any process that increases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment.",9.349638e-05,4.03,"GO:0010647","blue","up","35","BP"
"blue_35","170","27",5.16,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0010648"">GO:0010648</a>","negative regulation of cell communication","Any process that decreases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment.",0.002813176,2.55,"GO:0010648","blue","up","35","BP"
"blue_35","171","27",3.17,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048523"">GO:0048523</a>","negative regulation of cellular process","Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level.",0.0003720821,3.43,"GO:0048523","blue","up","35","BP"
"blue_35","172","28",8.07,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0050714"">GO:0050714</a>","positive regulation of protein secretion","Any process that activates or increases the frequency, rate or extent of the controlled release of a protein from a cell.",0.008037343,2.09,"GO:0050714","blue","up","35","BP"
"blue_35","173","28",8.87,"<a href=""http://amigo.geneontology.org/amigo/term/GO:2001259"">GO:2001259</a>","positive regulation of cation channel activity","NA",0.00748043,2.13,"GO:2001259","blue","up","35","BP"
"blue_35","174","28",7.87,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0045807"">GO:0045807</a>","positive regulation of endocytosis","Any process that activates or increases the frequency, rate or extent of endocytosis.",0.005385071,2.27,"GO:0045807","blue","up","35","BP"
"blue_35","175","28",6.29,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051047"">GO:0051047</a>","positive regulation of secretion","Any process that activates or increases the frequency, rate or extent of the controlled release of a substance from a cell or a tissue.",0.008927242,2.05,"GO:0051047","blue","up","35","BP"
"blue_35","176","28",6.68,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1903532"">GO:1903532</a>","positive regulation of secretion by cell","NA",0.009687293,2.01,"GO:1903532","blue","up","35","BP"
"blue_35","177","28",7.82,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0032411"">GO:0032411</a>","positive regulation of transporter activity","Any process that activates or increases the activity of a transporter.",0.007415483,2.13,"GO:0032411","blue","up","35","BP"
"blue_35","178","28",3.86,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051049"">GO:0051049</a>","regulation of transport","Any process that modulates the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.",0.008252963,2.08,"GO:0051049","blue","up","35","BP"
"blue_35","179","28",5.12,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051050"">GO:0051050</a>","positive regulation of transport","Any process that activates or increases the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.",0.007624653,2.12,"GO:0051050","blue","up","35","BP"
"blue_35","180","29",7.25,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1903034"">GO:1903034</a>","regulation of response to wounding","NA",0.002743756,2.56,"GO:1903034","blue","up","35","BP"
"blue_35","181","29",5.95,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0031347"">GO:0031347</a>","regulation of defense response","Any process that modulates the frequency, rate or extent of a defense response.",0.006126273,2.21,"GO:0031347","blue","up","35","BP"
"blue_35","182","29",4.98,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0080134"">GO:0080134</a>","regulation of response to stress","Any process that modulates the frequency, rate or extent of a response to stress. Response to stress is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation).",0.0009518942,3.02,"GO:0080134","blue","up","35","BP"
"blue_35","183","29",5.51,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0032101"">GO:0032101</a>","regulation of response to external stimulus","Any process that modulates the frequency, rate or extent of a response to an external stimulus.",0.001902418,2.72,"GO:0032101","blue","up","35","BP"
"blue_35","184","29",6.54,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0032103"">GO:0032103</a>","positive regulation of response to external stimulus","Any process that activates, maintains or increases the rate of a response to an external stimulus.",0.008927242,2.05,"GO:0032103","blue","up","35","BP"
"blue_35","185","29",6.28,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0002831"">GO:0002831</a>","regulation of response to biotic stimulus","Any process that modulates the frequency, rate, or extent of a response to biotic stimulus.",0.00116579,2.93,"GO:0002831","blue","up","35","BP"
"blue_35","186","29",7.01,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0002833"">GO:0002833</a>","positive regulation of response to biotic stimulus","Any process that activates or increases the frequency, rate, or extent of a response to biotic stimulus.",0.008001122,2.1,"GO:0002833","blue","up","35","BP"
"blue_35","187","29",4.95,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048585"">GO:0048585</a>","negative regulation of response to stimulus","Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus.",0.002673698,2.57,"GO:0048585","blue","up","35","BP"
"blue_35","188","29",3.33,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048583"">GO:0048583</a>","regulation of response to stimulus","Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus.",2.713587e-05,4.57,"GO:0048583","blue","up","35","BP"
"blue_35","189","29",4.67,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048584"">GO:0048584</a>","positive regulation of response to stimulus","Any process that activates, maintains or increases the rate of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus.",2.457283e-05,4.61,"GO:0048584","blue","up","35","BP"
"blue_35","190","30",2.97,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0023052"">GO:0023052</a>","signaling","The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered.",7.185682e-06,5.14,"GO:0023052","blue","up","35","BP"
"blue_35","191","30",5.16,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0023057"">GO:0023057</a>","negative regulation of signaling","Any process that stops, prevents, or reduces the frequency, rate or extent of a signaling process.",0.002813176,2.55,"GO:0023057","blue","up","35","BP"
"blue_35","192","30",3.59,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0023051"">GO:0023051</a>","regulation of signaling","Any process that modulates the frequency, rate or extent of a signaling process.",1.112249e-05,4.95,"GO:0023051","blue","up","35","BP"
"blue_35","193","30",4.96,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0023056"">GO:0023056</a>","positive regulation of signaling","Any process that activates, maintains or increases the frequency, rate or extent of a signaling process.",0.0001023667,3.99,"GO:0023056","blue","up","35","BP"
"blue_35","194","31",4.54,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0002682"">GO:0002682</a>","regulation of immune system process","Any process that modulates the frequency, rate, or extent of an immune system process.",0.0004515339,3.35,"GO:0002682","blue","up","35","BP"
"blue_35","195","31",5.54,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0002684"">GO:0002684</a>","positive regulation of immune system process","Any process that activates or increases the frequency, rate, or extent of an immune system process.",0.005702873,2.24,"GO:0002684","blue","up","35","BP"
"blue_35","196","31",5.35,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0040008"">GO:0040008</a>","regulation of growth","Any process that modulates the frequency, rate or extent of the growth of all or part of an organism so that it occurs at its proper speed, either globally or in a specific part of the organism's development.",0.00650701,2.19,"GO:0040008","blue","up","35","BP"
"blue_35","197","31",7.12,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0045926"">GO:0045926</a>","negative regulation of growth","Any process that stops, prevents or reduces the rate or extent of growth, the increase in size or mass of all or part of an organism.",0.008544311,2.07,"GO:0045926","blue","up","35","BP"
"blue_35","198","31",5.36,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051241"">GO:0051241</a>","negative regulation of multicellular organismal process","Any process that stops, prevents, or reduces the frequency, rate or extent of an organismal process, the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs.",0.0003068891,3.51,"GO:0051241","blue","up","35","BP"
"blue_35","199","31",3.56,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0032879"">GO:0032879</a>","regulation of localization","Any process that modulates the frequency, rate or extent of any process in which a cell, a substance, or a cellular entity is transported to, or maintained in, a specific location.",0.008499892,2.07,"GO:0032879","blue","up","35","BP"
"blue_35","200","31",0.98,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0065007"">GO:0065007</a>","biological regulation","Any process that modulates a measurable attribute of any biological process, quality or function.",0.0005705637,3.24,"GO:0065007","blue","up","35","BP"
"blue_35","201","31",2.73,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048519"">GO:0048519</a>","negative regulation of biological process","Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule.",0.001107016,2.96,"GO:0048519","blue","up","35","BP"
"blue_35","202","31",1.07,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0050789"">GO:0050789</a>","regulation of biological process","Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule.",0.002027207,2.69,"GO:0050789","blue","up","35","BP"
"blue_35","203","32",8.81,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0046847"">GO:0046847</a>","filopodium assembly","The assembly of a filopodium, a thin, stiff protrusion extended by the leading edge of a motile cell such as a crawling fibroblast or amoeba, or an axonal growth cone.",0.004097123,2.39,"GO:0046847","blue","up","35","BP"
"blue_35","204","32",8.5,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0120034"">GO:0120034</a>","positive regulation of plasma membrane bounded cell projection assembly","Any process that activates or increases the frequency, rate or extent of plasma membrane bounded cell projection assembly.",0.004097123,2.39,"GO:0120034","blue","up","35","BP"
"blue_35","205","32",7.13,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0060491"">GO:0060491</a>","regulation of cell projection assembly","Any process that modulates the rate, frequency, or extent of cell projection assembly.",0.005634966,2.25,"GO:0060491","blue","up","35","BP"
"blue_35","206","32",8.96,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051489"">GO:0051489</a>","regulation of filopodium assembly","Any process that modulates the frequency, rate or extent of the assembly of a filopodium, a thin, stiff protrusion extended by the leading edge of a motile cell such as a crawling fibroblast or amoeba, or an axonal growth cone.",0.00748043,2.13,"GO:0051489","blue","up","35","BP"
"blue_35","207","32",7.37,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0120032"">GO:0120032</a>","regulation of plasma membrane bounded cell projection assembly","Any process that modulates the rate, frequency, or extent of plasma membrane bounded cell projection assembly.",0.005634966,2.25,"GO:0120032","blue","up","35","BP"
"blue_35","208","33",6.78,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0001558"">GO:0001558</a>","regulation of cell growth","Any process that modulates the frequency, rate, extent or direction of cell growth.",0.001961301,2.71,"GO:0001558","blue","up","35","BP"
"blue_35","209","33",7.9,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0061387"">GO:0061387</a>","regulation of extent of cell growth","Any process that modulates the extent of cell growth.",0.003835231,2.42,"GO:0061387","blue","up","35","BP"
"blue_35","210","33",7.51,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0031345"">GO:0031345</a>","negative regulation of cell projection organization","Any process that stops, prevents, or reduces the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections.",1.010207e-05,5,"GO:0031345","blue","up","35","BP"
"blue_35","211","33",5.64,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051129"">GO:0051129</a>","negative regulation of cellular component organization","Any process that stops, prevents, or reduces the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope.",2.50315e-05,4.6,"GO:0051129","blue","up","35","BP"
